ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,OVERDUE_STATUS,APPROVED
5014799,M,Y,Y,1,169300.0,Commercial associate,Higher education,Married,Rented apartment,-21818,-2554,1,0,0,0,Core staff,3,50,1,1
5014800,F,Y,Y,0,257900.0,Commercial associate,Higher education,Married,Office apartment,-9519,-1472,1,0,0,0,IT staff,1,13,0,1
5014801,F,N,Y,2,265000.0,Working,Higher education,Separated,Municipal apartment,-16917,-6179,1,0,0,0,Managers,3,11,0,0
5014802,F,Y,Y,1,205500.0,Working,Secondary / secondary special,Married,House / apartment,-11924,365243,1,0,1,1,,2,34,0,0
5014803,F,N,Y,0,272800.0,Working,Incomplete higher,Single / not married,House / apartment,-18315,-14150,1,0,0,1,HR staff,1,51,0,1
5014804,F,N,Y,2,148900.0,Working,Secondary / secondary special,Separated,House / apartment,-12836,-1944,1,0,0,0,Cleaning staff,3,40,0,0
5014805,M,N,Y,1,183700.0,Commercial associate,Higher education,Separated,With parents,-22012,-2077,1,1,0,0,Sales staff,3,57,0,1
5014806,F,N,Y,0,257600.0,Commercial associate,Higher education,Civil marriage,With parents,-16174,-6349,1,0,1,1,Cooking staff,2,10,1,1
5014807,M,Y,Y,0,156400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9252,365243,1,0,0,1,,2,30,0,0
5014808,M,Y,N,0,222900.0,State servant,Secondary / secondary special,Married,House / apartment,-14889,-651,1,0,1,0,Private service staff,2,48,1,1
5014809,F,N,N,0,81300.0,State servant,Secondary / secondary special,Married,House / apartment,-19185,365243,1,0,0,0,,1,7,0,0
5014810,F,N,N,0,234400.0,Working,Secondary / secondary special,Married,House / apartment,-16952,-6006,1,0,0,0,High skill tech staff,2,28,0,0
5014811,F,N,N,0,256100.0,Working,Higher education,Single / not married,House / apartment,-17015,-7472,1,0,1,0,Private service staff,2,35,0,1
5014812,F,N,Y,1,203000.0,Working,Incomplete higher,Married,Municipal apartment,-15321,-5133,1,0,0,0,Managers,3,11,0,1
5014813,F,N,N,1,211100.0,State servant,Secondary / secondary special,Married,Rented apartment,-19125,-14273,1,0,1,0,Medicine staff,3,25,0,1
5014814,F,N,Y,1,177700.0,Commercial associate,Higher education,Married,House / apartment,-20245,-11632,1,0,1,0,Low-skill Laborers,3,11,0,1
5014815,F,N,Y,1,163100.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10886,-12838,1,0,0,0,Cooking staff,3,33,0,0
5014816,M,N,N,0,179700.0,State servant,Higher education,Separated,Municipal apartment,-21243,-10910,1,1,0,1,Laborers,1,30,0,0
5014817,F,N,Y,0,171900.0,Commercial associate,Higher education,Single / not married,House / apartment,-12429,-3231,1,0,1,1,IT staff,1,32,0,1
5014818,M,N,Y,0,132600.0,Pensioner,Higher education,Married,House / apartment,-8981,365243,1,0,0,0,,1,29,0,0
5014819,M,N,Y,1,199000.0,Working,Secondary / secondary special,Separated,House / apartment,-22581,-12013,1,0,1,1,High skill tech staff,3,44,0,1
5014820,M,Y,Y,1,175800.0,Working,Higher education,Single / not married,With parents,-8621,-14109,1,0,0,1,Laborers,2,16,0,1
5014821,F,Y,Y,0,197800.0,Working,Higher education,Civil marriage,House / apartment,-9391,-527,1,1,1,0,Managers,2,14,0,1
5014822,F,Y,N,1,195500.0,State servant,Incomplete higher,Civil marriage,Municipal apartment,-17946,-9509,1,0,0,0,Sales staff,3,2,1,1
5014823,F,N,Y,1,173700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22397,-9020,1,0,0,1,Laborers,3,52,0,0
5014824,F,N,Y,0,150000.0,Working,Incomplete higher,Separated,House / apartment,-13984,-178,1,0,0,0,Laborers,2,27,0,0
5014825,F,Y,Y,1,154600.0,Pensioner,Secondary / secondary special,Married,With parents,-19204,-12692,1,1,1,0,Private service staff,3,16,1,1
5014826,M,N,N,1,197200.0,Working,Higher education,Civil marriage,House / apartment,-19803,-1994,1,0,0,0,Core staff,3,56,0,1
5014827,F,Y,N,1,266300.0,Commercial associate,Higher education,Married,House / apartment,-11837,-5324,1,0,1,1,Sales staff,3,58,0,1
5014828,F,N,N,0,216700.0,Working,Secondary / secondary special,Separated,Municipal apartment,-22314,-1567,1,0,0,0,High skill tech staff,2,43,0,1
5014829,F,Y,Y,0,189400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18654,-5506,1,0,1,1,Realty agents,2,32,0,0
5014830,M,N,Y,2,158300.0,Working,Higher education,Married,House / apartment,-19820,-6546,1,0,0,0,Laborers,4,32,0,1
5014831,M,N,Y,2,94100.0,Pensioner,Higher education,Single / not married,Rented apartment,-22251,-9502,1,0,0,0,Private service staff,4,37,0,1
5014832,F,N,N,0,174400.0,Working,Higher education,Married,Rented apartment,-7698,-10281,1,0,0,0,Accountants,1,27,0,1
5014833,M,N,Y,0,210400.0,Working,Higher education,Married,House / apartment,-10713,-12486,1,0,0,1,Waiters/barmen staff,1,18,0,0
5014834,M,Y,N,1,272500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-7860,365243,1,0,1,0,,3,23,0,1
5014835,F,N,Y,1,189100.0,Working,Secondary / secondary special,Married,House / apartment,-18922,-7765,1,1,1,0,Low-skill Laborers,3,31,0,1
5014836,M,Y,N,0,202200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17170,-8762,1,0,1,0,HR staff,2,29,1,1
5014837,M,N,Y,1,141100.0,Commercial associate,Academic degree,Single / not married,House / apartment,-23279,-13571,1,0,0,0,Secretaries,3,57,0,1
5014838,F,N,Y,2,134000.0,State servant,Secondary / secondary special,Separated,House / apartment,-16691,-7662,1,0,1,0,Private service staff,3,49,0,1
5014839,F,N,Y,1,148200.0,Pensioner,Higher education,Widow,Co-op apartment,-11957,-8558,1,0,0,1,IT staff,2,11,0,1
5014840,F,N,N,0,127500.0,Working,Secondary / secondary special,Married,House / apartment,-19200,-810,1,0,0,1,Core staff,2,24,0,1
5014841,M,Y,N,1,241400.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-22277,-4955,1,0,1,1,Cleaning staff,3,31,0,1
5014842,M,N,Y,0,234200.0,Commercial associate,Higher education,Married,House / apartment,-9497,-3335,1,1,0,0,Managers,2,59,0,1
5014843,M,Y,N,0,172800.0,Working,Higher education,Married,House / apartment,-9794,-12102,1,0,1,0,High skill tech staff,2,38,0,1
5014844,F,N,Y,1,222800.0,Working,Secondary / secondary special,Married,House / apartment,-10895,-1219,1,1,0,0,Private service staff,2,17,0,1
5014845,M,N,Y,0,129500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19519,-11921,1,1,0,0,Cleaning staff,2,27,0,0
5014846,F,N,Y,0,69700.0,Pensioner,Higher education,Separated,House / apartment,-14006,-13606,1,0,1,0,Security staff,2,54,0,0
5014847,F,N,Y,1,271600.0,Commercial associate,Higher education,Single / not married,House / apartment,-8714,-9412,1,0,0,0,Security staff,3,8,3,1
5014848,F,N,N,0,148100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22933,-2688,1,1,0,1,Security staff,2,5,0,0
5014849,M,Y,Y,0,120200.0,Commercial associate,Secondary / secondary special,Married,With parents,-16202,365243,1,0,0,0,,2,27,0,0
5014850,M,N,Y,1,226800.0,Working,Higher education,Married,House / apartment,-11010,-5768,1,0,0,0,Security staff,3,46,0,0
5014851,M,N,Y,0,105300.0,Working,Higher education,Married,House / apartment,-8631,-286,1,0,1,0,High skill tech staff,1,46,0,0
5014852,M,N,N,0,140100.0,State servant,Higher education,Married,House / apartment,-17109,-12936,1,0,0,0,High skill tech staff,2,20,0,1
5014853,F,Y,N,0,66200.0,Student,Incomplete higher,Civil marriage,Municipal apartment,-23104,-991,1,0,0,1,Private service staff,2,34,0,1
5014854,M,Y,N,2,155900.0,State servant,Higher education,Separated,House / apartment,-12100,-10998,1,0,0,0,High skill tech staff,4,35,0,1
5014855,F,N,Y,0,93800.0,Pensioner,Higher education,Civil marriage,House / apartment,-21068,-3690,1,0,0,0,Cooking staff,2,58,1,0
5014856,F,N,Y,0,150000.0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-10971,-4406,1,0,0,0,Medicine staff,2,17,0,1
5014857,M,N,Y,0,132100.0,Working,Higher education,Married,Rented apartment,-21532,-3550,1,0,0,0,High skill tech staff,2,60,0,0
5014858,M,Y,N,0,99700.0,State servant,Lower secondary,Married,Rented apartment,-18391,-5230,1,0,0,0,IT staff,1,36,0,1
5014859,M,Y,Y,1,172000.0,Working,Secondary / secondary special,Married,House / apartment,-22382,-9010,1,0,0,0,Cleaning staff,3,26,0,1
5014860,M,N,N,1,145600.0,Working,Secondary / secondary special,Married,With parents,-16418,-13629,1,0,1,0,Sales staff,2,58,1,1
5014861,F,Y,N,0,93100.0,Working,Secondary / secondary special,Married,House / apartment,-19101,-6356,1,1,0,1,Drivers,2,47,0,0
5014862,F,Y,N,0,,Pensioner,Higher education,Single / not married,Municipal apartment,-10657,-7715,1,0,0,0,Sales staff,2,2,0,1
5014863,F,Y,N,0,139500.0,Working,Higher education,Married,House / apartment,-12316,-720,1,1,0,1,IT staff,2,51,0,1
5014864,F,Y,Y,0,131300.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22477,-5165,1,0,0,1,Waiters/barmen staff,2,14,1,0
5014865,M,Y,Y,0,259200.0,Commercial associate,Higher education,Married,House / apartment,-23536,-12498,1,0,0,0,Secretaries,2,54,0,1
5014866,M,N,Y,1,264500.0,Working,Higher education,Single / not married,House / apartment,-17892,-337,1,0,0,0,High skill tech staff,3,10,0,1
5014867,M,Y,Y,0,147200.0,Pensioner,Lower secondary,Single / not married,House / apartment,-13242,-8689,1,0,0,0,Sales staff,2,7,0,1
5014868,M,N,N,0,74300.0,Pensioner,Higher education,Single / not married,House / apartment,-14489,-2874,1,0,0,0,IT staff,1,19,0,1
5014869,F,N,Y,0,43100.0,Working,Higher education,Married,Municipal apartment,-21889,-5704,1,1,0,0,Accountants,2,30,0,0
5014870,F,N,N,1,84300.0,Working,Secondary / secondary special,Married,Municipal apartment,-19723,-7030,1,0,1,0,Secretaries,3,47,0,1
5014871,M,N,N,1,189500.0,Commercial associate,Academic degree,Married,With parents,-19734,-5592,1,1,0,1,Drivers,3,8,0,1
5014872,M,N,Y,0,78700.0,Working,Higher education,Married,House / apartment,-16807,-7533,1,1,0,0,Medicine staff,2,33,3,1
5014873,M,N,Y,0,141200.0,Working,Higher education,Married,With parents,-17839,-1789,1,0,0,1,Drivers,2,30,0,0
5014874,F,N,Y,0,161800.0,State servant,Higher education,Married,Municipal apartment,-20277,-6933,1,0,1,1,Drivers,1,21,2,1
5014875,M,N,Y,0,144500.0,Working,Incomplete higher,Single / not married,House / apartment,-18268,-7402,1,0,0,1,Drivers,2,53,0,1
5014876,M,N,N,0,197600.0,Working,Higher education,Separated,House / apartment,-21773,-5115,1,1,1,1,Medicine staff,1,51,0,1
5014877,M,N,N,0,141700.0,Working,Secondary / secondary special,Married,House / apartment,-7900,-14278,1,1,0,0,Core staff,2,27,0,0
5014878,F,N,N,1,132000.0,Working,Secondary / secondary special,Married,House / apartment,-9907,-11440,1,0,1,0,Laborers,3,13,1,1
5014879,F,Y,Y,0,287600.0,Working,Secondary / secondary special,Married,House / apartment,-16919,-7638,1,0,1,0,High skill tech staff,2,44,0,1
5014880,F,Y,N,1,177900.0,Working,Secondary / secondary special,Married,Rented apartment,-18001,-1700,1,0,0,1,Realty agents,2,26,0,1
5014881,M,Y,N,0,124700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9372,-136,1,1,1,1,Laborers,2,3,1,0
5014882,M,N,N,0,155500.0,Pensioner,Higher education,Civil marriage,House / apartment,-11861,-8662,1,1,1,1,Low-skill Laborers,1,49,1,0
5014883,F,N,N,0,300600.0,Commercial associate,Higher education,Married,With parents,-23601,-8850,1,0,0,0,Secretaries,2,2,0,1
5014884,M,N,N,0,139500.0,State servant,Incomplete higher,Married,House / apartment,-21387,-374,1,1,0,0,IT staff,1,54,0,1
5014885,M,Y,Y,0,245900.0,Working,Incomplete higher,Separated,House / apartment,-11055,-100,1,0,0,0,Managers,2,14,0,1
5014886,F,Y,N,1,193900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8770,-12686,1,1,1,0,Low-skill Laborers,3,29,1,0
5014887,M,Y,Y,1,162700.0,Pensioner,Higher education,Married,With parents,-21298,-13189,1,0,1,0,Core staff,2,21,0,0
5014888,M,N,Y,0,130700.0,Commercial associate,Lower secondary,Married,Municipal apartment,-17328,-290,1,0,0,0,Waiters/barmen staff,2,15,0,0
5014889,F,Y,Y,0,53600.0,Student,Higher education,Widow,House / apartment,-20346,-7578,1,0,1,1,Secretaries,2,47,0,1
5014890,F,Y,Y,0,247900.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-7957,-8278,1,0,1,0,Waiters/barmen staff,1,47,0,0
5014891,M,Y,Y,0,180200.0,State servant,Lower secondary,Single / not married,House / apartment,-18254,-9956,1,0,0,0,Secretaries,1,26,0,1
5014892,M,N,Y,0,126900.0,Working,Secondary / secondary special,Married,Municipal apartment,-12381,-5020,1,1,1,0,Cleaning staff,2,32,0,0
5014893,F,Y,N,0,76100.0,Working,Higher education,Single / not married,House / apartment,-16926,-12414,1,1,0,0,Medicine staff,2,40,1,0
5014894,M,N,N,0,209000.0,Working,Secondary / secondary special,Married,House / apartment,-20008,-9542,1,0,0,1,Medicine staff,1,54,0,1
5014895,M,N,N,0,111300.0,Pensioner,Higher education,Married,House / apartment,-14306,-11678,1,0,0,0,Realty agents,2,8,0,1
5014896,F,N,N,0,155400.0,Working,Incomplete higher,Married,House / apartment,-20391,-7281,1,1,0,0,Security staff,2,4,0,1
5014897,F,N,Y,0,284200.0,Working,Higher education,Married,House / apartment,-19891,-7922,1,0,0,1,Medicine staff,1,28,0,1
5014898,F,Y,N,0,53800.0,Student,Secondary / secondary special,Married,House / apartment,-11554,-13652,1,1,1,0,Waiters/barmen staff,2,32,0,1
5014899,M,Y,N,0,188400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13947,-5852,1,0,0,0,Security staff,2,3,0,0
5014900,M,N,Y,0,66600.0,Working,Lower secondary,Single / not married,House / apartment,-21502,365243,1,0,0,0,,2,3,0,1
5014901,F,Y,N,0,111800.0,Working,Incomplete higher,Widow,House / apartment,-19963,-13492,1,0,1,0,Waiters/barmen staff,2,20,0,1
5014902,F,N,N,2,156800.0,Pensioner,Incomplete higher,Widow,House / apartment,-15796,-5464,1,1,1,0,Private service staff,4,49,0,0
5014903,M,N,Y,0,119400.0,State servant,Higher education,Civil marriage,House / apartment,-10873,-326,1,1,1,1,Sales staff,1,1,1,1
5014904,F,Y,N,1,146400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7735,-8748,1,0,0,0,Low-skill Laborers,3,41,1,1
5014905,M,Y,Y,0,98600.0,Working,Secondary / secondary special,Married,With parents,-20914,-6051,1,0,1,1,Laborers,2,3,0,1
5014906,F,N,N,1,160000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21603,-371,1,0,0,1,IT staff,2,41,0,0
5014907,F,N,N,0,123600.0,Working,Secondary / secondary special,Single / not married,With parents,-19914,-7128,1,1,0,0,Private service staff,2,15,0,1
5014908,M,N,Y,0,186700.0,State servant,Secondary / secondary special,Married,House / apartment,-16704,-7692,1,0,1,0,Accountants,2,52,0,1
5014909,F,Y,N,0,111100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19886,-12565,1,0,0,0,Accountants,1,45,0,0
5014910,F,N,Y,0,73400.0,Pensioner,Higher education,Married,Rented apartment,-10824,-4982,1,0,0,0,HR staff,2,11,0,0
5014911,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-13956,-2426,1,0,0,1,Drivers,1,26,0,1
5014912,M,Y,N,1,211100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13425,365243,1,0,0,1,,2,23,1,1
5014913,F,N,N,0,134300.0,Pensioner,Incomplete higher,Married,House / apartment,-18887,365243,1,0,0,1,,2,53,0,1
5014914,M,N,Y,0,253800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22596,-7339,1,1,0,0,Security staff,1,57,0,1
5014915,M,N,N,1,126200.0,Working,Lower secondary,Married,Rented apartment,-15800,-9826,1,1,1,1,Cleaning staff,3,6,0,1
5014916,M,N,Y,0,172900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14692,-1115,1,0,1,0,Managers,1,51,0,1
5014917,F,Y,Y,0,173600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11896,365243,1,0,1,0,,1,44,0,1
5014918,M,N,N,0,131300.0,Pensioner,Higher education,Married,House / apartment,-11341,-4459,1,0,0,0,Cleaning staff,2,14,1,0
5014919,F,Y,Y,0,260800.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-15279,-12429,1,0,1,0,Cooking staff,2,25,0,1
5014920,M,N,Y,0,120500.0,Working,Higher education,Married,Office apartment,-10001,-8436,1,0,0,0,Cleaning staff,1,42,0,1
5014921,M,Y,N,1,199600.0,Pensioner,Higher education,Married,House / apartment,-14109,365243,1,0,0,0,,2,26,3,1
5014922,F,N,N,0,178300.0,Working,Secondary / secondary special,Married,House / apartment,-20895,-14133,1,1,1,1,Security staff,2,38,0,1
5014923,M,Y,N,1,232700.0,Commercial associate,Higher education,Separated,House / apartment,-10361,-1341,1,0,1,0,Realty agents,3,30,0,1
5014924,M,N,N,0,136900.0,State servant,Higher education,Married,Rented apartment,-11498,-14397,1,1,1,1,Cleaning staff,2,59,1,0
5014925,M,Y,N,0,224400.0,State servant,Secondary / secondary special,Married,With parents,-7859,-12204,1,1,1,1,Medicine staff,2,27,0,0
5014926,F,N,N,0,255100.0,Working,Higher education,Separated,House / apartment,-13393,-4870,1,1,1,0,Waiters/barmen staff,1,14,0,1
5014927,M,N,Y,0,242700.0,Commercial associate,Lower secondary,Separated,With parents,-18208,-3366,1,0,1,0,Secretaries,2,50,0,1
5014928,M,N,Y,1,112000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-23648,-5286,1,0,1,0,Sales staff,3,44,0,1
5014929,M,N,Y,0,113100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19576,-11150,1,0,1,1,Drivers,1,19,0,1
5014930,M,Y,Y,0,175900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12425,-1592,1,0,0,0,Realty agents,2,38,0,1
5014931,M,N,Y,0,151500.0,Working,Higher education,Married,Office apartment,-12610,-8284,1,1,0,0,Laborers,2,18,0,0
5014932,F,N,N,1,118100.0,Working,Academic degree,Single / not married,House / apartment,-13909,-1424,1,0,1,0,Realty agents,2,12,0,1
5014933,M,Y,N,0,73000.0,State servant,Higher education,Married,House / apartment,-23509,-421,1,0,0,0,Private service staff,2,46,2,0
5014934,M,N,N,1,242400.0,State servant,Higher education,Married,Municipal apartment,-13490,-7098,1,0,1,0,Laborers,2,47,0,1
5014935,F,N,Y,0,226700.0,Working,Secondary / secondary special,Separated,House / apartment,-11225,-304,1,0,1,0,High skill tech staff,2,35,0,1
5014936,F,N,Y,0,232800.0,Commercial associate,Higher education,Married,House / apartment,-21973,-10548,1,0,0,0,Security staff,2,24,0,1
5014937,M,N,Y,1,139100.0,Working,Secondary / secondary special,Married,Municipal apartment,-17217,-1851,1,0,1,1,Managers,3,40,0,0
5014938,M,N,Y,0,202700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15066,-12623,1,0,0,1,Accountants,2,45,0,1
5014939,M,N,Y,1,192900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20701,-3947,1,0,1,0,IT staff,3,8,0,1
5014940,F,N,N,2,103200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13983,-12719,1,0,0,0,HR staff,3,59,0,1
5014941,M,N,Y,1,204600.0,Working,Higher education,Civil marriage,Municipal apartment,-19184,-3882,1,0,1,0,Drivers,3,24,0,1
5014942,M,Y,N,0,271200.0,Commercial associate,Higher education,Widow,House / apartment,-12596,-5967,1,0,0,0,Cleaning staff,2,24,0,1
5014943,M,N,Y,3,198500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13902,-3004,1,0,0,0,HR staff,5,54,1,1
5014944,M,N,Y,0,124000.0,Working,Secondary / secondary special,Married,With parents,-20312,-10220,1,0,0,0,Cleaning staff,2,56,0,1
5014945,M,Y,N,2,264700.0,Commercial associate,Higher education,Single / not married,Rented apartment,-21475,-12548,1,0,1,0,Private service staff,3,38,0,1
5014946,M,N,N,0,225900.0,State servant,Secondary / secondary special,Married,House / apartment,-19514,-13885,1,0,1,0,Drivers,2,6,0,1
5014947,F,N,Y,1,132400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19555,-7885,1,0,0,0,Sales staff,3,27,0,1
5014948,F,N,N,0,319100.0,Working,Incomplete higher,Married,House / apartment,-13036,-2571,1,0,1,1,Cleaning staff,2,33,0,1
5014949,F,N,Y,1,168600.0,Working,Higher education,Married,House / apartment,-11903,-1552,1,0,0,1,Realty agents,3,52,1,0
5014950,F,Y,N,1,47900.0,Pensioner,Lower secondary,Married,House / apartment,-16906,-3469,1,0,0,0,Cleaning staff,3,16,0,1
5014951,M,N,Y,0,126500.0,Working,Incomplete higher,Married,House / apartment,-19555,-1581,1,0,0,1,Core staff,1,38,0,0
5014952,F,N,Y,0,176100.0,Commercial associate,Higher education,Married,House / apartment,-20639,-5579,1,1,1,0,Low-skill Laborers,1,18,0,1
5014953,F,N,N,0,215200.0,Working,Secondary / secondary special,Separated,House / apartment,-13108,-8670,1,1,1,0,Private service staff,1,58,0,0
5014954,F,Y,N,1,154900.0,Pensioner,Secondary / secondary special,Married,With parents,-11654,-11114,1,0,0,1,Private service staff,3,15,0,0
5014955,F,N,N,1,188600.0,Working,Secondary / secondary special,Separated,House / apartment,-11879,-9508,1,0,0,0,Accountants,3,31,0,0
5014956,M,N,Y,1,198400.0,Working,Secondary / secondary special,Married,House / apartment,-13469,-4789,1,1,1,0,Secretaries,2,53,0,0
5014957,M,Y,N,0,200400.0,Pensioner,Higher education,Married,House / apartment,-13784,-10470,1,0,0,0,Managers,1,8,2,1
5014958,M,N,Y,0,127600.0,Working,Secondary / secondary special,Separated,House / apartment,-22417,-476,1,0,1,1,IT staff,2,43,0,1
5014959,M,N,Y,0,224100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14066,-9618,1,0,1,0,Medicine staff,2,26,0,1
5014960,F,N,Y,0,134700.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8249,-13366,1,0,1,1,Managers,2,57,0,0
5014961,M,N,Y,2,135500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-7957,-9216,1,1,0,0,Managers,3,38,0,1
5014962,M,N,Y,0,52400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11010,-12056,1,1,0,0,Drivers,2,27,1,0
5014963,F,N,N,0,232600.0,State servant,Secondary / secondary special,Married,House / apartment,-11966,-11422,1,0,0,0,HR staff,2,60,0,1
5014964,F,N,Y,2,131900.0,Working,Higher education,Married,House / apartment,-9102,-1681,1,0,1,0,Core staff,4,21,0,0
5014965,F,N,N,0,164200.0,Working,Secondary / secondary special,Married,Rented apartment,-18976,-1421,1,0,0,0,Private service staff,2,18,0,0
5014966,M,N,Y,0,207100.0,Working,Secondary / secondary special,Married,With parents,-22641,-10895,1,0,0,0,Security staff,2,56,0,1
5014967,F,N,N,0,134200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13722,-9804,1,1,1,0,Security staff,1,21,0,0
5014968,F,Y,Y,0,127400.0,Working,Higher education,Civil marriage,House / apartment,-12589,-374,1,0,0,0,Drivers,2,23,0,0
5014969,F,Y,Y,0,178600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17651,-2739,1,1,1,0,Low-skill Laborers,2,46,0,1
5014970,F,N,N,1,152400.0,Working,Secondary / secondary special,Married,House / apartment,-15906,-3099,1,0,0,0,Managers,3,23,0,1
5014971,F,N,N,2,99600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18215,-2638,1,0,1,0,HR staff,4,38,0,1
5014972,M,N,N,0,145500.0,Pensioner,Higher education,Civil marriage,House / apartment,-21538,-278,1,0,0,0,High skill tech staff,2,31,0,0
5014973,F,N,Y,0,192600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23598,-11273,1,0,1,0,Low-skill Laborers,2,36,2,1
5014974,F,N,N,1,241000.0,Commercial associate,Higher education,Separated,House / apartment,-11767,-5188,1,1,1,1,Drivers,3,46,0,1
5014975,M,Y,N,2,183600.0,Working,Secondary / secondary special,Married,With parents,-14458,-14323,1,1,0,1,IT staff,3,19,0,1
5014976,M,N,N,0,214300.0,State servant,Higher education,Married,House / apartment,-9036,-4502,1,1,0,1,Cooking staff,1,3,0,1
5014977,M,N,Y,0,202200.0,Working,Secondary / secondary special,Married,House / apartment,-17426,-4557,1,1,1,0,High skill tech staff,2,12,0,1
5014978,M,Y,Y,0,125700.0,Working,Secondary / secondary special,Separated,House / apartment,-12453,-9079,1,0,1,0,Realty agents,2,51,0,0
5014979,F,N,Y,0,253200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19164,-7477,1,0,0,0,IT staff,2,5,0,1
5014980,F,N,N,1,133500.0,State servant,Higher education,Married,Office apartment,-15589,-2477,1,0,0,0,Laborers,3,37,0,0
5014981,M,N,Y,0,164500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18509,-10441,1,0,0,1,Low-skill Laborers,2,26,1,1
5014982,M,N,Y,1,119400.0,Working,Secondary / secondary special,Married,House / apartment,-15472,-5249,1,0,0,1,Realty agents,3,24,0,0
5014983,M,Y,N,0,32400.0,Working,Secondary / secondary special,Separated,With parents,-16418,-13739,1,1,1,1,Accountants,2,13,0,1
5014984,M,N,N,0,141700.0,Working,Lower secondary,Married,Municipal apartment,-17601,-27,1,0,0,0,Private service staff,2,51,0,0
5014985,F,N,N,1,205000.0,Working,Higher education,Married,Municipal apartment,-20336,-9375,1,0,0,1,Private service staff,3,47,0,1
5014986,F,N,N,0,120400.0,Commercial associate,Academic degree,Married,House / apartment,-9572,-1533,1,0,0,0,Medicine staff,2,58,0,1
5014987,F,Y,Y,1,287600.0,Working,Secondary / secondary special,Single / not married,With parents,-18162,-10495,1,1,0,0,Low-skill Laborers,2,13,0,1
5014988,M,N,N,0,38800.0,Working,Higher education,Married,House / apartment,-14732,-515,1,0,1,0,Low-skill Laborers,1,34,0,1
5014989,F,Y,Y,0,87100.0,Pensioner,Higher education,Widow,Rented apartment,-18505,365243,1,0,0,0,,2,13,0,0
5014990,F,Y,Y,1,110300.0,Commercial associate,Secondary / secondary special,Separated,With parents,-17921,-10667,1,0,0,0,IT staff,2,45,0,1
5014991,M,N,Y,1,237800.0,Working,Secondary / secondary special,Married,House / apartment,-12277,-5415,1,0,1,0,Security staff,3,39,0,1
5014992,F,N,Y,2,221100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14811,-4516,1,0,0,0,Realty agents,4,54,2,0
5014993,F,N,N,0,145100.0,State servant,Lower secondary,Married,Rented apartment,-20308,-12994,1,0,0,0,Core staff,1,39,0,0
5014994,F,Y,N,0,60300.0,Pensioner,Higher education,Married,House / apartment,-17871,-2469,1,1,0,0,Cleaning staff,2,58,0,1
